"('INITIAL VALUES', 'No. of Blocks Per Day:', 1440, 'User Limit:', 1000000000.0, 'Starting # of users::', 20)"
Day,Yesterday Tx Value,Today Tx Value,deltaT,Supply Current,Supply Cap,Spread,g,r (yearly),r(daily),average reward per block,f_deltaT,rewards given out per day,no. of users,tx fees paid per day,Total Daily Interest Paid Out
65,2809035.4329999974,2817279.8890000014,-751830.0,21896043.80313522,27404594.756288413,5508550.953153193,14860.554692259524,0.11032155756649606,0.0003022508426479344,4.071826332259419,-0.03159318774626863,5863.429918453563,142963,184.31999999999388,6613.705000006734
66,2817279.8890000014,2851758.030999997,1174200.0,21905711.7775807,27433204.895740993,5527493.1181602925,38278.11389805935,0.06332732746246689,0.00017349952729442983,4.077214925288597,0.04699423010402917,5871.18949241558,145159,190.08000000000442,3796.7850000051817
67,2851758.030999997,2836795.6329999953,-2683090.0,21920482.285935953,27412352.6334299,5491870.347493947,-6081.753955840599,0.14793235159968787,0.0004052941139717476,4.091675964884579,-0.08460502413722097,5892.013389433794,147390,191.52000000000314,8878.495000008908
68,2836795.6329999953,3135785.8780000014,1250070.0,21932281.83534186,27705457.54265406,5773175.7073122,304904.45863006497,0.09845167874379859,0.0002697306266953386,4.088970449558352,0.04948067285588927,5888.117447364028,149578,213.11999999999676,5911.432000007397
69,3135785.8780000014,2975447.1199999996,776570.0,21942278.924878906,27539086.432154395,5596807.507275488,-156374.02096261783,0.06596353674110443,0.00018072201846877926,4.19149901802082,0.03248814200269416,6035.75858594998,151753,204.47999999999655,3961.331000005465
70,2975447.1199999996,2830528.1260000016,-2586620.0,21957186.788372725,27388205.490394533,5431018.702021807,-135973.07826604135,0.14877087052895993,0.00040759142610673953,4.141836479175143,-0.08280733378785551,5964.244530012205,153920,195.83999999999634,8943.619000009585
71,2830528.1260000016,3010715.022000004,4044650.0,21965861.852404047,27562501.83732518,5596639.984921135,182971.41096197022,0.04627528991444646,0.0001267816162039629,4.093509089256485,0.10249558061451347,5894.653088529339,156094,210.23999999999307,2780.4110000064347
72,3010715.022000004,3227983.8739999994,5219630.0,21967899.35640724,27773779.623143964,5805880.2667367235,213315.28982197633,-0.0656772292561241,-0.00017993761440034,4.158069410546053,0.11195251917057056,5987.619951186317,158242,226.08000000000598,-3950.1160000058103
73,3227983.8739999994,2808783.8690000004,-7891220.0,21977496.03606289,27348498.094380856,5371002.058317967,-415684.84910745965,0.05838867744891019,0.0001599689793120827,4.225883827074987,-0.12406590670503428,6085.272710987981,160408,200.16000000000383,3511.4070000061456
74,2808783.8690000004,2696996.592000005,1172830.0,21984074.319491383,27230830.476495735,5246756.157004353,-111089.3344566254,0.011588253317337135,3.1748639225581194e-05,4.089209375727994,0.04680042413157305,5888.461501048311,162594,192.95999999999358,689.821999998614
75,2696996.592000005,2889958.9929999937,-2658280.0,21995658.243154213,27417967.96046297,5422309.717308756,198721.40763006406,0.0955910315232042,0.0002618932370498745,4.047034520836558,-0.08400277820586706,5827.7297100046435,164749,210.23999999999307,5756.194000008491
76,2889958.9929999937,3239228.3039999995,971220.0,22004959.410676666,27761305.305328432,5756345.894651767,352638.512387916,0.05589406345119889,0.00015313442041424354,4.122246236665506,0.039696968072005304,5936.034580798329,166869,236.15999999999258,3365.133000006532
77,3239228.3039999995,3079280.0949999965,1306510.0,22011333.816407632,27595268.568052378,5583934.7516447455,-159662.3315450889,0.004740583718274169,1.2987900598011422e-05,4.236283877810463,0.05115347973292472,6100.248784047066,169099,226.08000000000598,274.15699999983633
78,3079280.0949999965,3084654.2169999923,1251510.0,22014679.313975282,27594605.806371197,5579926.492395915,2682.7358864680864,-0.04461732329717469,-0.00012223924191006764,4.18893021036307,0.04935790701544886,6032.059502922821,171220,230.3999999999958,-2686.562000007322
79,3084654.2169999923,2973719.5960000064,-869220.0,22020198.64894625,27477625.983673424,5457427.334727172,-111460.48772680433,-0.008716399875592015,-2.3880547604361685e-05,4.191273539841134,-0.03590092342158267,6035.433897371233,173411,221.75999999999698,-516.0989999990551
80,2973719.5960000064,2773925.9539999985,-2473490.0,22030512.785807226,27271851.5709857,5241338.785178475,-195460.2758267494,0.07180902095751955,0.00019673704371923166,4.155959665122297,-0.08052542083311157,5984.581917776108,175680,208.8000000000046,4329.555000007331
81,2773925.9539999985,2216256.8970000027,262400.0,22040044.452708334,26708302.93703225,4668258.484323915,-554016.9670523424,0.06049141640626775,0.0001657299079623774,4.085845112882298,0.011317604551251801,5883.616962550509,177888,168.47999999999848,3648.0500000069037
82,2216256.8970000027,2892924.1689999993,3620100.0,22043310.42538614,27379452.899867278,5336142.474481139,674415.9355128319,-0.037274532965406545,-0.0001021220081244015,3.8277233374460176,0.0977659493716743,5511.921605922265,179973,221.75999999999698,-2245.949000002198
83,2892924.1689999993,3010918.6690000044,-1773780.0,22050910.862736147,27491503.239345226,5440592.37660908,119650.77682795655,0.027417746404833757,7.511711343790071e-05,4.132234325697617,-0.0646922793702403,5950.4174290045685,182164,231.84000000000182,1650.0199999973704
84,3010918.6690000044,2548440.8330000034,1065810.0,22055989.285369694,27023006.328828864,4967017.04345917,-463418.48788281484,-0.015565995151624712,-4.264656205924579e-05,4.174236492302706,0.04298374155645847,6010.900548915896,184378,198.72000000000486,-932.4779999983919
85,2548440.8330000034,2529663.5860000043,-3646510.0,22066726.64572958,26998476.875125118,4931750.229395539,-13792.09334386047,0.08247675136501238,0.00022596370236989695,3.997255151409287,-0.0980427465166371,5756.047418029373,186582,200.16000000000383,4981.313000009925
86,2529663.5860000043,2714290.673999996,7927230.0,22069963.568074204,27177351.918662757,5107388.350588553,182111.965882265,-0.04159115102126787,-0.00011394835896237773,3.990774493094329,0.12406790238628025,5746.715270055834,188810,214.56000000000125,-2509.7930000071924
87,2714290.673999996,2899426.170999995,-3424010.0,22079068.69378396,27356631.566780813,5277562.872996852,188384.77382781217,0.053723296507486626,0.00014718711371914143,4.069792902230048,-0.0953144475287545,5860.5017792112685,190938,231.84000000000182,3244.624000007824
