"('INITIAL VALUES', 'No. of Blocks Per Day:', 1440, 'User Limit:', 1000000000.0, 'Starting # of users::', 20)"
Day,Yesterday Tx Value,Today Tx Value,deltaT,Supply Current,Supply Cap,Spread,g,r (yearly),r(daily),average reward per block,f_deltaT,rewards given out per day,no. of users,tx fees paid per day,Total Daily Interest Paid Out
110,2646272.5020000036,2644328.2410000036,-55873718.62094879,21894762.40600231,27274436.66219592,5379674.256193612,9753.626312304288,0.1951156380237427,0.0005345633918458705,2.4043299064787838,-0.14434663147568236,3462.2350653294484,239639,351.58500000000026,11693.923000023522
111,2644328.2410000036,2613569.7380000018,-8147524.353477478,21910221.310771734,27240218.28255846,5329996.971786726,-18759.474868035875,0.2,0.0005479452054794521,2.405510302408113,-0.11822459423023986,3463.934835467682,241815,349.8640000000001,11994.970000023553
112,2613569.7380000018,2652237.572000004,178442830.80491638,21916779.638268255,27275438.914437708,5358659.276169453,41778.9593757675,0.05181972821753203,0.00014197185813022474,2.3994594447350517,0.14818027178246798,3455.2216004184743,244017,356.9009999999999,3103.1060000118246
113,2652237.572000004,2629845.5880000014,-144803129.4532776,21932231.593264956,27249581.021791413,5317349.428526457,-10405.937649593223,0.19958289429133144,0.0005468024501132368,2.409901434014069,-0.1477631660737994,3470.25806498026,246223,354.2620000000006,11981.697000024105
114,2629845.5880000014,2584102.291999994,-4796193.846908569,21947711.65507261,27200377.223556433,5252665.568483822,-33723.73642732715,0.2,0.0005479452054794521,2.4059908865823645,-0.10292609760472543,3464.6268766786047,248381,349.0940000000003,12015.435000023677
115,2584102.291999994,2579391.076000003,-10059476.843845367,21963185.70398471,27192219.99256218,5229034.288577467,7316.817917846609,0.2,0.0005479452054794521,2.3960034589313244,-0.12313110051135352,3450.244980861107,250480,348.1239999999997,12023.804000024438
116,2579391.076000003,2670612.797000004,125554461.01179123,21969792.63167281,27279999.138866067,5310206.507193256,94386.07399198739,0.0525792301256241,0.00014405268527568245,2.3964713863193725,0.1474207698743759,3450.9187962998963,252603,364.03700000000015,3156.0090000122873
117,2670612.797000004,2673287.8730000034,-68443493.6552391,21985187.99703309,27279193.38591088,5294005.38887779,14589.612405092455,0.19791338449937626,0.0005422284506832226,2.4202905764218463,-0.14533415437375216,3485.2184300474587,254736,362.2140000000005,11910.147000025443
118,2673287.8730000034,2754863.755999997,5104351.040634155,21994277.500768278,27357286.91890736,5363009.418139081,87183.03673166689,0.09307568383792382,0.0002550018735285584,2.422647104139365,0.10483770066145244,3488.611829960686,256910,375.1290000000011,5600.892000016334
119,2754863.755999997,2736464.2249999987,-9911738.272903442,22009845.280238725,27335373.195242565,5325527.91500384,-6345.944194348529,0.2,0.0005479452054794521,2.443346904540147,-0.12275593839811044,3518.419542537811,259039,373.6800000000002,12049.36000002515
